Tên dự án,Giá,Diện tích,Loại nhà,Vị trí,Phòng ngủ,Nhà vệ sinh,Ngày đăng,Trang
"GẤP BÁN ĐƯỜNG HÈ 12M HẺM 368 TÂN SƠN NHÌ,DT50 M2 X 4 T...",5.45 Tỷ,50 M²,Nhà Trong Ngõ,Quận Tân Phú,4 Phòng ngủ,3 WC,"6/5/2023, lúc: 9 giờ 6 phút",1780
BÁN GẤP CĂN HỘ BELLAZA Q7 77M2 1 TỶ 440 TRIỆU SANG TÊN TRONG...,1.44 Tỷ,77 M²,Căn Hộ Chung Cư,Belleza Apartment,2 Phòng ngủ,2 WC,"6/5/2023, lúc: 8 giờ 47 phút",1780
"CẦN VỐN BÁN GẤP CĂN HỘ VINHOMES,QUẬN 9,69M2, 1 TỶ 520 TRIỆU,...",1.52 Tỷ,69 M²,Căn Hộ Chung Cư,Vinhomes Grand Park,2 Phòng ngủ,2 WC,"6/5/2023, lúc: 8 giờ 47 phút",1780
"BÁN NHÀ 3 TẦNG, 4.4 X 11, HẺM 4M, LÃ XUÂN OAI, 5.X TỶ",5.6 Tỷ,50 M²,Nhà Đất Thổ Cư,Thành Phố Thủ Đức,,,"5/5/2023, lúc: 21 giờ 51 phút",1780
BÁN NHÀ GIÁ RẺ QUẬN TÂN PHÚ GIÁ CHỈ NHỈNH 2 TỶ,2.9 Tỷ,26 M²,Nhà Trong Ngõ,Phú Thọ Hoà,2 Phòng ngủ,,"5/5/2023, lúc: 18 giờ 51 phút",1780
CHỦ NGỘP CẦN BÁN GẤP NHÀ VƯỜN LÀI HẺM Ô TÔ Q TÂN PHÚ,2.9 Tỷ,17 M²,Nhà Đất Thổ Cư,Vườn Lài,,,"5/5/2023, lúc: 18 giờ 51 phút",1780
CĂN HỘ STUDIO 38M2 CHUNG CƯ STOWN THỦ ĐỨC,1.56 Tỷ,38 M²,Căn Hộ Chung Cư,Chung Cư Stown Thủ Đức,1 Phòng ngủ,1 WC,"5/5/2023, lúc: 17 giờ 3 phút",1780
CẦN BÁN NHÀ HẺM XE TẢI GẦN ĐẦM SEN LẠC LONG QUÂN P 3 Q 11,4.75 Tỷ,33 M²,Nhà Trong Ngõ,Lạc Long Quân (Nối Dài),2 Phòng ngủ,2 WC,"5/5/2023, lúc: 15 giờ 56 phút",1780
NHÀ BÁN CHÍNH CHỦ - 5 TẦNG 4M X 20M - BÙI VĂN BA. QUẬN 7 - M...,10.3 Tỷ,80 M²,Nhà Mặt Phố,Bùi Văn Ba,,,"5/5/2023, lúc: 15 giờ 48 phút",1780
BÁN NHÀ HẺM VIP NHẤT HUỲNH VĂN BÁNH - KẾT CẤU 4 TẦNG BTCT - ...,11.8 Tỷ,50 M²,Nhà Đất Thổ Cư,Quận Phú Nhuận,4 Phòng ngủ,5 WC,"5/5/2023, lúc: 15 giờ 16 phút",1780
BÁN NHÀ HẺM VIP NHẤT HUỲNH VĂN BÁNH - KẾT CẤU 4 TẦNG BTCT - ...,11.8 Tỷ,50 M²,Nhà Trong Ngõ,Huỳnh Văn Bánh,4 Phòng ngủ,,"5/5/2023, lúc: 15 giờ 15 phút",1780
HẺM VIP 122 ĐƯỜNG PHỔ QUANG PHÚ NHUẬN KHU BIỆT THỰ HIẾM NHÀ ...,16.5 Tỷ,80 M²,Nhà Trong Ngõ,Phổ Quang,5 Phòng ngủ,,"5/5/2023, lúc: 15 giờ 15 phút",1780
BÁN NHÀ HXH PHAN VĂN TRỊ PHƯỜNG 5 GÒ VẤP GẦN VINCOM EMART CH...,7 Tỷ,50 M²,Nhà Đất Thổ Cư,Phan Văn Trị,7 Phòng ngủ,8 WC,"5/5/2023, lúc: 15 giờ 15 phút",1780
CHÍNH CHỦ BÁN GẤP CĂN NHÀ SÁT CHỢ LÊ VĂN QUỚI ĐƯỜNG ÔTÔ,Thỏa Thuận,144 M²,Nhà Mặt Phố,Lê Văn Quới,3 Phòng ngủ,3 WC,"5/5/2023, lúc: 14 giờ 58 phút",1780
"CC CẦN BÁN GẤP LÔ ĐẤT MAN THIỆN 4 6 16 M , PTNPA Q9",4.6 Tỷ,80 M²,Nhà Đất Thổ Cư,Man Thiện,,,"5/5/2023, lúc: 14 giờ 50 phút",1781
"BÁN NHÀ 5X17, NGĂN THÀNH 5 PHÒNG TRỌ, TÔ KÝ, HÓC MÔN",4.8 Tỷ,81 M²,"Nhà Trọ, Phòng Trọ",Ấp Tam Đông,5 Phòng ngủ,5 WC,"5/5/2023, lúc: 13 giờ 27 phút",1781
"NHÀ MỚI,ĐẸP VỀ Ở NGAY 33M2 - ĐINH TIÊN HOÀNG, Q BÌNH THẠNH",3.5 Tỷ,33 M²,Nhà Mặt Phố,Quận Bình Thạnh,2 Phòng ngủ,2 WC,"5/5/2023, lúc: 12 giờ 40 phút",1781
BÁN NHÀ CHDV BẠCH ĐẰNG BÌNH THẠNH HẺM 5M 4X18M 10 PHÒNG CÓ H...,10 Tỷ,65 M²,Nhà Đất Thổ Cư,Bạch Đằng,10 Phòng ngủ,10 WC,"5/5/2023, lúc: 12 giờ 23 phút",1781
BÁN NHÀ GÓC 2 MT HXH 6M PHAN VĂN TRỊ 4X10/40M2 GIÁ CHỈ 6 TỶ ...,6.35 Tỷ,40 M²,Nhà Trong Ngõ,Quận Bình Thạnh,4 Phòng ngủ,5 WC,"5/5/2023, lúc: 12 giờ 23 phút",1781
CHÍNH CHỦ BÁN LÔ ĐẤT CÓ SẴN NHÀ TRỌ CHO THUÊ FULL PHÒNG NGAY...,1 Tỷ,100 M²,Nhà Đất Thổ Cư,Huyện Bình Chánh,,,"5/5/2023, lúc: 11 giờ 2 phút",1781
CHÍNH CHỦ CẦN BÁN GẤP NHÀ NHỎ TRUNG TÂM GÒ VẤP,2350 Tỷ,19.8 M²,Nhà Trong Ngõ,Lê Đức Thọ,1 Phòng ngủ,2 WC,"5/5/2023, lúc: 10 giờ 25 phút",1781
"NHÀ MẶT TIỀN, KDC SẦM UẤT.",3.8 Tỷ,44 M²,Nhà Mặt Phố,Quận Bình Tân,2 Phòng ngủ,2 WC,"5/5/2023, lúc: 10 giờ 26 phút",1781
NHÀ MẶT TIỀN - KDC SẦM UẤT.,38 Tỷ,44 M²,Nhà Mặt Phố,Quận Bình Tân,2 Phòng ngủ,2 WC,"5/5/2023, lúc: 10 giờ 16 phút",1781
"BÁN GẤP LÔ ĐẤT NỞ HẬU MẶT TIỀN VÕ VĂN VÂN, SHR, ĐẦU TƯ ĐẢM B...",1.5 Tỷ,100 M²,Nhà Đất Thổ Cư,Huyện Bình Chánh,,,"5/5/2023, lúc: 9 giờ 53 phút",1781
CHÍNH CHỦ CẦN BÁN GẤP CĂN HỘ CHUNG CƯ HOÀNG KIM THẾ GIA 153M...,3.2 Tỷ,153 M²,Căn Hộ Chung Cư,Quận Bình Tân,4 Phòng ngủ,4 WC,"5/5/2023, lúc: 8 giờ 18 phút",1781
NHÀ MTKD SÁT PHẠM VĂN BẠCH VỊ TRÍ VÀNG TRONG MUA BÁN,7.3 Tỷ,60 M²,Nhà Mặt Phố,Quang Trung,5 Phòng ngủ,6 WC,"5/5/2023, lúc: 8 giờ 7 phút",1781
NHÀ MTKD SÁT PHẠM VĂN BẠCH 4 TẦNG GIÁ RẺ,7.3 Tỷ,60 M²,Nhà Mặt Phố,Quang Trung,5 Phòng ngủ,6 WC,"5/5/2023, lúc: 8 giờ 7 phút",1781
CẦN BÁN CĂN HỘ ĐÃ MUA LẠI VÀ Ở TỪ 04.2020,2.95 Tỷ,91 M²,Căn Hộ Chung Cư,Chung Cư Himlam Nam Khánh,2 Phòng ngủ,2 WC,"4/5/2023, lúc: 23 giờ 25 phút",1781
BÁN NHÀ 60M 4 TẦNG BTCT KHU VÍP BÌNH THẠNH GIÁP QUẬN 1 NHỈNH...,6.5 Tỷ,60 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"4/5/2023, lúc: 22 giờ 47 phút",1781
BÁN NHÀ 120M HXH KHU VÍP PHAN XÍCH LONG BÌNH THẠNH CÁCH MT 5...,15.5 Tỷ,120 M²,Nhà Đất Thổ Cư,Quận Phú Nhuận,,,"4/5/2023, lúc: 22 giờ 24 phút",1781
BÁN NHÀ HIẾM ĐIỆN BIÊN PHỦ BÌNH THẠNH GẦN QUẬN1 92M2 NHỈNH 4...,4.3 Tỷ,92 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"4/5/2023, lúc: 21 giờ 38 phút",1781
BÁN GẤP NHÀ HXH QUẬN 3 77M2 8 PHÒNG NGỦ CHỈ 12 TỶ 400,12.4 Tỷ,78 M²,Nhà Trong Ngõ,Nguyễn Đình Chiểu,8 Phòng ngủ,8 WC,"4/5/2023, lúc: 21 giờ 38 phút",1781
CHỈ VỚI 3 3 TỶ SỞ HỮU NGAY NHÀ GÒ VẤP SẲN NỘI THẤT DT 3 10M,3.3 Tỷ,30 M²,Nhà Trong Ngõ,Quận Gò Vấp,2 Phòng ngủ,,"4/5/2023, lúc: 17 giờ 28 phút",1781
DUY NHẤT 1 NGÀY NGÂN HÀNG VP BANK THANH LÝ LÔ ĐẤT MẶT TIỀN Đ...,980 Triệu,100 M²,Nhà Đất Thổ Cư,Huyện Bình Chánh,,,"4/5/2023, lúc: 15 giờ 52 phút",1781
BÁN ĐẤT VỊ TRÍ ĐẸP GIÁ TỐT NGAY GẦN AEON BÌNH TÂN MẶT TIỀN K...,1 Tỷ,100 M²,Nhà Đất Thổ Cư,Huyện Bình Chánh,,,"4/5/2023, lúc: 15 giờ 48 phút",1782
NHÁ BÁN NGUYÊN CĂN 4X15 MẶT TIỀN NHỰA LỚN HÀNG HIẾM DUY NHẤT...,520 Triệu,75 M²,"Nhà Biệt Thự, Liền Kề",Huyện Hóc Môn,2 Phòng ngủ,2 WC,"4/5/2023, lúc: 15 giờ 45 phút",1782
"BÁN GẤP CĂN GÓC 2 MT HXH 1/ NI SƯ HUỲNH LIÊN, 4X12M, GIÁ 6,7...",6.7 Tỷ,48 M²,Nhà Trong Ngõ,Ni Sư Huỳnh Liên,5 Phòng ngủ,5 WC,"4/5/2023, lúc: 15 giờ 35 phút",1782
BÁN NHÀ BÌNH CHÁNH 1 TRỆT 1 LẦU GIÁ CHÍNH CHỦ,850 Triệu,70 M²,Nhà Trong Ngõ,Hoàng Phan Thái,2 Phòng ngủ,2 WC,"4/5/2023, lúc: 15 giờ 3 phút",1782
"GIẢM SÂU CÒN 6,8 TỶ CĂN NHÀ 140M, NGANG 8M, MAN THIỆN, TĂNG ...",6.8 Tỷ,140 M²,Nhà Đất Thổ Cư,Man Thiện,,,"4/5/2023, lúc: 14 giờ 1 phút",1782
"KẸT NGÂN HÀNG, BÁN GẤP NHÀ LÊ QUANG ĐỊNH, BÌNH THẠNH, 65M2, ...",6.75 Tỷ,65 M²,Nhà Trong Ngõ,Lê Quang Định,3 Phòng ngủ,3 WC,"4/5/2023, lúc: 11 giờ 44 phút",1782
"CĂN HỘ QUẬN 6 D-HOMME XÂY TỚI TẦNG 14, KÝ HỢP ĐỒNG MUA BÁN",3.6 Tỷ,70 M²,Căn Hộ Chung Cư,D-Homme,2 Phòng ngủ,2 WC,"4/5/2023, lúc: 11 giờ 33 phút",1782
BÁN NHÀ MẶT ĐƯỜNG LÊ VĂN KHƯƠNG QUẬN 12 NHẬN NHÀ KINH DOANH ...,15.5 Tỷ,120 M²,Nhà Mặt Phố,Lê Văn Khương,10 Phòng ngủ,5 WC,"4/5/2023, lúc: 11 giờ 34 phút",1782
BÁN NHÀ CẤP4 HXH BÌNH THẠNH GIÁP Q1 DÒNG TIỀN 13TR/TH NHỈNH ...,7.3 Tỷ,56 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"4/5/2023, lúc: 10 giờ 52 phút",1782
BÁN NHÀ MẶT TIỀN TRẦN NHẬT DUẬT 18MX28M GIÁ CHỈ 130 TỶ LH: 0...,130 Tỷ,405 M²,Nhà Mặt Phố,Quận 1,,,"4/5/2023, lúc: 10 giờ 41 phút",1782
BÁN NHÀ MT KHU VÍP BÌNH THẠNH GIÁP Q1 KINH DOANH ĐỈNH 35M2 N...,7.5 Tỷ,33 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"4/5/2023, lúc: 10 giờ 27 phút",1782
BÁN NHÀ HXH THÔNG ĐINH TIÊN HOÀNG BÌNH THẠNH NGAY CHỢ BÀ CHI...,4.65 Tỷ,30 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"4/5/2023, lúc: 10 giờ 10 phút",1782
BÁN CĂN 2 PN FULL NỘI THẤT - KHAI THÁC CHO THUÊ HOẶC ĐẦU TƯ,Thỏa Thuận,92 M²,Căn Hộ Chung Cư,Thành Phố Thủ Đức,,,"4/5/2023, lúc: 10 giờ 4 phút",1782
"KẸT TIỀN KINH DOANH, BÁN GẤP NHÀ CMT8, QUẬN 10, GẦN QUẬN 3",4.9 Tỷ,40 M²,Nhà Trong Ngõ,Cách Mạng Tháng 8,2 Phòng ngủ,2 WC,"4/5/2023, lúc: 9 giờ 42 phút",1782
"NHÀ 57.6M2, 3.5MX16.5M, HẺM 7M MINH PHỤNG Q11 CHỈ 7.3 TỶ",2.9 Tỷ,58 M²,Nhà Mặt Phố,Quận 11,4 Phòng ngủ,,"4/5/2023, lúc: 8 giờ 52 phút",1782
"CHỈ VỚI 1,6 TỶ CÓ THỂ SỞ HỮU 1 NỀN TẠI KDC BÌNH CHIỂU 2, THỦ...",1.6 Tỷ,80 M²,Đất Nền Dự Án,Thành Phố Thủ Đức,,,"4/5/2023, lúc: 8 giờ 39 phút",1782
"CẦN THANH LÝ NHÀ NGỘP DT 45M2, NGUYỄN VĂN ĐẬU, P11, BÌNH THẠ...",2.2 Tỷ,45 M²,Nhà Trong Ngõ,Quận Bình Thạnh,3 Phòng ngủ,3 WC,"4/5/2023, lúc: 8 giờ 33 phút",1782
CHÍNH CHỦ CẦN BÁN GẤP CĂN HỘ CHUNG CƯ HOÀNG KIM THẾ GIA,3.2 Tỷ,153 M²,Căn Hộ Chung Cư,Quận Bình Tân,4 Phòng ngủ,4 WC,"4/5/2023, lúc: 8 giờ 27 phút",1782
"75M ĐẤT, ĐƯỜNG 12, TRƯỜNG THỌ, THỦ ĐỨC. 5,6 TỶ",5.6 Tỷ,75 M²,Nhà Đất Thổ Cư,Thành Phố Thủ Đức,,,"4/5/2023, lúc: 8 giờ 11 phút",1782
🌳🌳 BÁN ĐẤT MẶT TIỀN NỘI BỘ KHU TÊN LỬA - BÌNH TÂN 🌳🌳,7.2 Tỷ,75 M²,Nhà Đất Thổ Cư,Vương Văn Huống,,,"4/5/2023, lúc: 7 giờ 44 phút",1782
KẸT TIỀN CẦN BÁN NHÀ TẠI PHƯỜNG 14 QUẬN 11 TP. HCM,12.1 Tỷ,65.5 M²,Nhà Đất Thổ Cư,Âu Cơ,,,"4/5/2023, lúc: 7 giờ 44 phút",1783
"GẤP BÁN NHÀ 4 TẦNG PHÚ NHUẬN , HXT HUỲNH VĂN BÁNH, 91M2 NỞ H...",16.2 Tỷ,91 M²,Nhà Mặt Phố,Quận Phú Nhuận,6 Phòng ngủ,7 WC,"4/5/2023, lúc: 2 giờ 4 phút",1783
"NHÀ 5 TẦNG VIP, HXH THÍCH QUẢNG ĐỨC, PHÚ NHUẬN, 60M2 , GIÁ N...",11.2 Tỷ,60 M²,Nhà Trong Ngõ,Quận Phú Nhuận,7 Phòng ngủ,7 WC,"4/5/2023, lúc: 2 giờ 4 phút",1783
"NHÀ 4 TẦNG, HXH LÊ QUANG ĐỊNH, BÌNH THẠNH, 4,2X10M, 6.X TỶ",6.9 Tỷ,40 M²,Nhà Trong Ngõ,Quận Bình Thạnh,4 Phòng ngủ,3 WC,"4/5/2023, lúc: 2 giờ 4 phút",1783
"MTKD 5 TẦNG, HẺM VIP LÊ VĂN SỸ, PHÚ NHUẬN, 5X9M, 11.X TỶ.",11.5 Tỷ,43 M²,Nhà Mặt Phố,Quận Phú Nhuận,4 Phòng ngủ,4 WC,"4/5/2023, lúc: 2 giờ 4 phút",1783
BÁN NHÀ HẺM KD 8M LÝ THƯỜNG KIỆT - 4 TẤM - 64M2,9 Tỷ,64 M²,Nhà Trong Ngõ,Lý Thường Kiệt,5 Phòng ngủ,5 WC,"3/5/2023, lúc: 23 giờ 16 phút",1783
NGỘP BÁN NHÀ BÀNH VĂN TRÂN 50M2 - 5 TẦM HẺM 3G,5.9 Tỷ,50 M²,Nhà Trong Ngõ,Bắc Hải,6 Phòng ngủ,6 WC,"3/5/2023, lúc: 23 giờ 16 phút",1783
BÁN ĐẤT XÂY CHDV XÔ VIẾT NGHỆ TĨNH 8X20M SÁT HUTECH GIÁ 24 T...,24 Tỷ,160 M²,Nhà Đất Thổ Cư,Xô Viết Nghệ Tĩnh,,,"3/5/2023, lúc: 14 giờ 33 phút",1783
"BÁN LÔ ĐẤT BIỆT THỰ PHƯỜNG HIỆP BÌNH CHÁNH , THỦ ĐỨC , 18*13...",72 Triệu,237 M²,Nhà Đất Thổ Cư,Thành Phố Thủ Đức,,,"3/5/2023, lúc: 14 giờ 27 phút",1783
"BÁN GẤP NHÀ HẺM BÙI ĐÌNH TÚY , 4.2*13 , 3 LẦU ST , 5.9 TỶ",5.9 Tỷ,54 M²,Nhà Trong Ngõ,Bùi Đình Túy,5 Phòng ngủ,5 WC,"3/5/2023, lúc: 14 giờ 27 phút",1783
889 TRIỆU NHẬN NHÀ Ở NGAY CĂN HỘ 3PN 2WC FULL NỘI THẤT AN CƯ...,2.97 Tỷ,85 M²,Căn Hộ Chung Cư,West Gate Park,3 Phòng ngủ,2 WC,"3/5/2023, lúc: 11 giờ 22 phút",1783
SỞ HỮU CĂN HỘ DỊCH VỤ TÂN HƯNG QUẬN 7 VỚI GIÁ HOT,800 Triệu,23 M²,"Nhà Trọ, Phòng Trọ",Trần Xuân Soạn,,,"3/5/2023, lúc: 11 giờ 9 phút",1783
BÁN CĂN HỘ DỊCH VỤ TÂN HƯNG QUẬN 7 GIÁ 800 TRIỆU,800 Triệu,23 M²,"Nhà Trọ, Phòng Trọ",Trần Xuân Soạn,1 Phòng ngủ,1 WC,"3/5/2023, lúc: 11 giờ 7 phút",1783
"BÁN NHÀ 🚘 LÝ THUYẾT BÌNH THẠNH GIÁP QUẬN 1, 75M2, DÒNG TIỀN...",6.2 Tỷ,75 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"3/5/2023, lúc: 10 giờ 47 phút",1783
CĂN HỘ AN VIÊN 73M2 2PN FULL NT NHƯ HÌNH. LH: 0931119028,2.7 Tỷ,73 M²,Căn Hộ Chung Cư,Trần Trọng Cung,,,"3/5/2023, lúc: 9 giờ 24 phút",1783
"GÀ ĐẺ TRỨNG VÀNG, MTKD NGUYỄN TRỌNG TUYỂN 6 TẦNG THANG MÁY, ...",19.5 Tỷ,65 M²,Nhà Mặt Phố,Quận Phú Nhuận,,,"3/5/2023, lúc: 8 giờ 29 phút",1783
BÁN NHÀ KHU VÍP PHÚ NHUẬN HUỲNH VĂN BÁNH 70M HƠN 7 TỶ TL,7.9 Tỷ,70 M²,Nhà Đất Thổ Cư,Quận Phú Nhuận,,,"2/5/2023, lúc: 23 giờ 44 phút",1783
BÁN NHÀ GIÁ TỐT HXH TRUNG TÂM QUẬN 3 CMT8 65M 4 TẦNG NHỈNH 8...,8.9 Tỷ,65 M²,Nhà Trong Ngõ,Quận 3,4 Phòng ngủ,6 WC,"2/5/2023, lúc: 23 giờ 43 phút",1783
BÁN NHÀ GIÁ TỐT KHU VỰC ÂU CƠ TÂN BÌNH 25M2 NHỈNH 2 TỶ TL,2.8 Tỷ,25 M²,Nhà Đất Thổ Cư,Quận Tân Bình,,,"2/5/2023, lúc: 23 giờ 40 phút",1783
BÁN NHÀ GIÁ RẺ 115M2 LÊ VĂN HUÂN TÂN BÌNH CÁCH MT TẦM 60M CH...,9 Tỷ,112 M²,Nhà Trong Ngõ,Quận Tân Bình,2 Phòng ngủ,2 WC,"2/5/2023, lúc: 23 giờ 22 phút",1783
BÁN NHÀ HXH THÔNG KINH DOANH ĐỈNH HOÀNG HOA THÁM CÁCH MT 20M...,19.5 Tỷ,112 M²,Nhà Trong Ngõ,Quận Bình Thạnh,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ NGUYỄN THƯỢNG HIỀN BÌNH THẠNH NỞ HẬU DÒNG TIỀN 25TR/...,9.5 Tỷ,90 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
"BÁN NHÀ HIẾM NGAY TRUNG TÂM QUẬN 3, CÁCH MT 50M, 70M2, 3 TẦ...",13 Tỷ,70 M²,Nhà Đất Thổ Cư,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
"BÁN NHÀ CHÍNH CHỦ CHƯA QUA ĐẦU TƯ LÊ ĐỨC THỌ GÒ VẤP 50M 4,2 ...",4.2 Tỷ,50 M²,Nhà Đất Thổ Cư,Quận Gò Vấp,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ ĐẸP TRUNG TÂM QUẬN 3 CƯ XÁ ĐÔ THÀNH 4 TẦNG NỞ HẬU NH...,5.3 Tỷ,28 M²,Nhà Đất Thổ Cư,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ GIÁ TỐT KHU VÍP CƯ XÁ ĐÔ THÀNH QUẬN 3 SÁT MẶT TIỀN H...,5.6 Tỷ,31 M²,Nhà Đất Thổ Cư,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ BÌNH THẠNH GIÁP QUẬN 1 CÓ DÒNG TIỀN 30TR/TH 45M NHỈN...,5.35 Tỷ,45 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
"BÁN NHÀ GIÁ RẺ CÁCH MẠNG THÁNG 8 QUẬN 3, 4 TẦNG BTCT 21M2 NH...",3.6 Tỷ,21 M²,Nhà Đất Thổ Cư,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ HXH NGAY TRUNG TÂM BÌNH THẠNH 45M 4 TẦNG BTCT NHỈNH ...,6.9 Tỷ,45 M²,Nhà Đất Thổ Cư,Quận Bình Thạnh,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ VỊ TRÍ VÍP HXH ĐỖ CỬA LÝ CHÍNH THẮNG QUẬN3 CÁCH MT 1...,6 Tỷ,40 M²,Nhà Trong Ngõ,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ TRUNG TÂM HAI BÀ TRƯNG QUẬN 3 GIÁP QUẬN 1 NHỈNH 5 TỶ...,5.5 Tỷ,35 M²,Nhà Đất Thổ Cư,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
"BÁN NHÀ CHÍNH CHỦ TRUNG TÂM QUẬN 3, 4 TẦNG BTCT 35M2 NHỈNH 5...",5.5 Tỷ,35 M²,Nhà Đất Thổ Cư,Quận 3,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ KHU VÍP PHAN XÍCH LONG PHÚ NHUẬN KINH DOANH SẦM UẤT ...,11.5 Tỷ,40 M²,Nhà Đất Thổ Cư,Quận Phú Nhuận,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ CÁCH MT 10M HXH HỒ VĂN HUÊ P9 PHÚ NHUẬN 52M2 NHỈNH 1...,12.5 Tỷ,52 M²,Nhà Đất Thổ Cư,Quận Phú Nhuận,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
BÁN NHÀ HXH 64M 4 TẦNG NGUYỄN KIỆM PHÚ NHUẬN CÁCH MT 5 BƯỚC ...,8 Tỷ,64 M²,Nhà Đất Thổ Cư,Quận Phú Nhuận,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
"BÁN NHÀ HẺM 666 ĐƯỜNG 3/2 P14, Q10 - DTCN 50M2 - 5L GIÁ 7.5 ...",7.5 Tỷ,50 M²,Nhà Trong Ngõ,Đường 3/2,6 Phòng ngủ,5 WC,"2/5/2023, lúc: 23 giờ 25 phút",1784
"BÁN NHÀ HXH QUAY ĐẦU THÀNH THÁI, P12, Q10 (4.5X18M) 6L GIÁ 1...",16.9 Tỷ,70 M²,Nhà Trong Ngõ,Thành Thái,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
QUẬN 10 HẺM 8M KINH DOANH 50M2 NGAY NGÔ GIA TỰ P2 Q10 GIÁ 13...,13 Tỷ,50 M²,Nhà Trong Ngõ,Ngô Gia Tự,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
NHÀ NGANG 8M BỀ THẾ 4 TẦNG HXH SÁT MẶT TIỀN NGUYỄN VĂN ĐẬU ...,8.2 Tỷ,54 M²,Nhà Trong Ngõ,Quận Bình Thạnh,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
CHỈ NHỈNH 6 TỶ CÓ NHÀ TT QUẬN 10 ĐƯỜNG NGUYỄN DUY DƯƠNG 55M...,6.8 Tỷ,55 M²,Nhà Trong Ngõ,Quận 10,,,"2/5/2023, lúc: 23 giờ 25 phút",1784
HXH TRƯỚC NHÀ ĐƯỜNG 3 2 47M2 5 TẦNG CHỈ 7 TỶ,7 Tỷ,47 M²,Nhà Trong Ngõ,Quận 10,5 Phòng ngủ,5 WC,"2/5/2023, lúc: 23 giờ 25 phút",1785
BÁN NHÀ ĐƯỜNG HÒA HẢO HXH 6M ÔTÔ NGỦ TRONG NHÀ DT 4X19M -5 ...,12.6 Tỷ,75 M²,Nhà Trong Ngõ,Quận 10,,,"2/5/2023, lúc: 23 giờ 25 phút",1785
"BÁN NHÀ ĐƯỜNG LÊ ĐỨC THỌ, GÒ VẤP. 92M2 CHUẨN, 3 LẦU, ĐẸP GIÁ...",7.9 Tỷ,92 M²,Nhà Trong Ngõ,Lê Đức Thọ,3 Phòng ngủ,3 WC,"2/5/2023, lúc: 23 giờ 25 phút",1785
"BÁN NHÀ HẺM RỘNG LẠC LONG QUÂN, F.5, Q.11. 4 TẦNG, 3PN, GIÁ ...",4.6 Tỷ,101 M²,Nhà Trong Ngõ,Lạc Long Quân,3 Phòng ngủ,3 WC,"2/5/2023, lúc: 23 giờ 25 phút",1785
MẶT TIỀN HẺM TRẦN HỮU TRANG 8M THÔNG 47M2 4 TẦNG BTCT KINH D...,11.5 Tỷ,47 M²,Nhà Trong Ngõ,Quận Phú Nhuận,,,"2/5/2023, lúc: 23 giờ 25 phút",1785
"BÁN NHÀ HXH THÔNG ĐƯỜNG TRƯỜNG SA, PHÚ NHUẬN. 5 TẦNG, KD TỐT...",14 Tỷ,68 M²,Nhà Trong Ngõ,Trường Sa,5 Phòng ngủ,5 WC,"2/5/2023, lúc: 23 giờ 25 phút",1785
"CHỈ 4 TỶ 5 NHÀ 4 TẦNG BTCT, 3PN, VỊ TRÍ ĐẸP KIẾM ĐÂU RA, HẺM...",4.5 Tỷ,35 M²,Nhà Trong Ngõ,Lạc Long Quân,3 Phòng ngủ,3 WC,"2/5/2023, lúc: 23 giờ 25 phút",1785
"BÁN NHÀ NHỎ, SHR TRUNG TÂM TÂN PHÚ. CHỈ 2TY",2.1 Tỷ,18 M²,Nhà Trong Ngõ,Quận Tân Phú,2 Phòng ngủ,2 WC,"2/5/2023, lúc: 22 giờ 54 phút",1785
"NHÀ MẶT TIỀN KINH DOANH NGUYỄN DUY DƯƠNG, 5 TẦNG, NGAY NGÔ G...",13.7 Tỷ,55 M²,Nhà Mặt Phố,Nguyễn Duy Dương,4 Phòng ngủ,4 WC,"2/5/2023, lúc: 21 giờ 48 phút",1785
