Tên dự án,Giá,Diện tích,Loại nhà,Vị trí,Phòng ngủ,Nhà vệ sinh,Ngày đăng,Trang
BÁN TÒA VĂN PHÒNG MẶT PHỐ KHÂM THIÊN - QUẬN ĐỐNG ĐA 182M 9 T...,132 Triệu,182 M²,Nhà Mặt Phố,Chung Cư 170 Đê La Thành,11 Phòng ngủ,11 WC,"5/1/2024, lúc: 7 giờ 23 phút",3147
"BÁN NHÀ MẶT PHỐ LÝ NAM ĐẾ - HOÀN KIẾM 80M 9 TẦNG MẶT TIỀN 6,...",56 Tỷ,80 M²,Nhà Mặt Phố,Quận Hoàn Kiếm,11 Phòng ngủ,11 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
"BÁN NHÀ MẶT PHỐ KIM NGƯU DIỆN TÍCH 43M 8 TẦNG MẶT TIỀN 4,2M ...",176 Tỷ,43 M²,Nhà Mặt Phố,536a Minh Khai,10 Phòng ngủ,8 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT NGÕ PHỐ NGUYỄN ĐỨC CẢNH 43M 6 TẦNG MẶT TIỀN 5.4M...,79 Tỷ,43 M²,Nhà Mặt Phố,Chung Cư 129d Trương Định,11 Phòng ngủ,11 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ CHÍNH CHỦ MẶT PHỐ HÀNG BÔNG CHỈ HƠN 300 TRIỆU/M,316 Triệu,266 M²,Nhà Mặt Phố,Chung Cư 84 Thợ Nhuộm,11 Phòng ngủ,11 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MINH KHAI 7 TẦNG - THANG MÁY GIÁ 7 TỶ NHỈNH,75 Triệu,39 M²,Nhà Đất Thổ Cư,536a Minh Khai,,,"5/1/2024, lúc: 7 giờ 22 phút",3147
CẦN BÁN GẤP NHÀ CẤP 4 PHÂN LÔ KIM ĐỒNG DIỆN TÍCH 129M MẶT TI...,128 Triệu,129 M²,Nhà Mặt Phố,Quận Hoàng Mai,1 Phòng ngủ,1 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
"BÁN NHÀ PHÂN LÔ ĐẠI KIM - HOÀNG MAI 54M GIÁ 11,9 TỶ",119 Tỷ,54 M²,"Nhà Biệt Thự, Liền Kề",Chung Cư 19 Đại Từ,6 Phòng ngủ,5 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT PHỐ TÔ VĨNH DIỆN - THANH XUÂN 105M 5 TẦNG MT5M ...,2.52 Tỷ,105 M²,Nhà Mặt Phố,Chung Cư 283 Khương Trung,5 Phòng ngủ,5 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN TÒA CĂN HỘ DỊCH VỤ ĐỒNG ME 148M 10 TẦNG GIÁ 45 TỶ.,3.55 Tỷ,148 M²,Nhà Mặt Phố,Chung Cư Đài Phát Thanh Mễ Trì (Vov Mễ Trì),11 Phòng ngủ,11 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
"BÁN ĐẤT TẶNG NHÀ 1 TẦNG MẶT PHỐ VỌNG 80M MẶT TIỀN 5,5 GIÁ 26...",265 Tỷ,80 M²,Nhà Mặt Phố,Green Pearl 378 Minh Khai,1 Phòng ngủ,1 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT ĐƯỜNG NGŨ HIỆP. DIỆN TÍCH 400M MT 6.5M KINH DOAN...,385 Tỷ,400 M²,"Nhà Biệt Thự, Liền Kề",Quận Hoàng Mai,11 Phòng ngủ,11 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT PHỐ MỄ TRÌ THƯỢNG 73M 8 TẦNG MẶT TIỀN 4M GIÁ 25...,255 Tỷ,75 M²,Nhà Mặt Phố,Binh Đoàn 12 Đại Mỗ,6 Phòng ngủ,6 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT PHỐ TRẦN KHÁT CHÂN 95M 6 TẦNG MT 4.2M GIÁ 45 TỶ,4.42 Tỷ,96 M²,Nhà Mặt Phố,536a Minh Khai,5 Phòng ngủ,5 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT PHỐ TRIỆU VIỆT VƯƠNG 35M 7 TẦNG MẶT TIỀN 4.1M GI...,255 Tỷ,35 M²,Nhà Mặt Phố,Bà Triệu,6 Phòng ngủ,6 WC,"5/1/2024, lúc: 7 giờ 18 phút",3147
CẦN BÁN NHÀ MẶT PHỐ VỌNG - HAI BÀ TRƯNG DT 64M 5 TẦNG MẶT TI...,20 Tỷ,64 M²,Nhà Mặt Phố,536a Minh Khai,5 Phòng ngủ,4 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
"BÁN ĐẤT TẶNG NHÀ MẶT PHỐ THANH NHÀN DT 100M MẶT TIỀN 8,8M GI...",305 Tỷ,100 M²,Nhà Đất Thổ Cư,536a Minh Khai,,,"5/1/2024, lúc: 7 giờ 22 phút",3147
BÁN NHÀ MẶT PHỐ KIM MÃ - BA ĐÌNH DT 37M 5 TẦNG MT 3.9M GIÁ 2...,22.5 Tỷ,37 M²,Nhà Mặt Phố,Kim Mã,5 Phòng ngủ,5 WC,"5/1/2024, lúc: 7 giờ 22 phút",3147
"NHÀ ĐẸP,CĂN HỘ DỊCH VỤ - DÒNG TIỀN - PHÂN LÔ TÂN MAI.70M 6 T...",63 Triệu,70 M²,Nhà Đất Thổ Cư,Chung Cư 129d Trương Định,7 Phòng ngủ,7 WC,"5/1/2024, lúc: 7 giờ 22 phút",3148
"CHỈ 1,95 TỶ CÓ NGAY NHÀ MỚI TINH 2 TẦNG - NỞ HẬU- GẦN CAO ĐẲ...",1 Tỷ,30 M²,Nhà Đất Thổ Cư,Xuân Phương,,,"4/1/2024, lúc: 23 giờ 33 phút",3148
CHỈ NHỈNH 2 TỶ CÓ NGAY NHÀ MẶT ĐƯỜNG PHÚC DIỄN - Ô TÔ ĐỖ CỔN...,2 Tỷ,83 M²,Nhà Đất Thổ Cư,Xuân Phương,,,"4/1/2024, lúc: 23 giờ 30 phút",3148
"BÁN NHÀ PHỐ TẠ QUANG BỬU, HAI BÀ TRƯNG, HÀ NỘI 60M 6 TẦNG MẶ...",Thỏa Thuận,60 M²,Nhà Mặt Phố,Quận Hai Bà Trưng,,,"4/1/2024, lúc: 23 giờ 28 phút",3148
"BÁN NHÀ MẶT PHỐ MINH KHAI, HAI BÀ TRƯNG, HÀ NỘI 36M 5 TẦNG M...",Thỏa Thuận,36 M²,Nhà Mặt Phố,Quận Hai Bà Trưng,,,"4/1/2024, lúc: 23 giờ 21 phút",3148
"MẶT PHỐ TỨ LIÊN.32M2, VỈA HÈ 4M. 4 TẦNG, MT 4,2M CÓ 8,2 TỶ",8.2 Tỷ,32 M²,Nhà Mặt Phố,Âu Cơ,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 22 giờ 17 phút",3148
"BÁN NHÀ MẶT PHỐ MAI ANH TUẤN, BA ĐÌNH, DT 50M2, 6 TẦNG THANG...",20 Tỷ,50 M²,Nhà Đất Thổ Cư,Hoàng Mai,8 Phòng ngủ,5 WC,"4/1/2024, lúc: 21 giờ 14 phút",3148
"CHÍNH CHỦ CẦN BÁN ĐẤT ĐỊA CHỈ: PHÚ THỊNH, XÃ MINH PHÚ, HUYỆN...",22.71 Tỷ,1426 M²,"Đất Nông Nghiệp, Đất Vườn",Huyện Sóc Sơn,,,"4/1/2024, lúc: 21 giờ 10 phút",3148
CẦN BÁN 500M2 ĐẤT MẶT ĐƯỜNG PHÚ THỊNH - MINH PHÚ,7.5 Tỷ,500 M²,"Đất Nông Nghiệp, Đất Vườn",Huyện Sóc Sơn,,,"4/1/2024, lúc: 21 giờ 5 phút",3148
"BÁN NHÀ PHÂN LÔ ĐẦU NGÕ 156 KIM NGƯU DT 31M2 X4T, MT 4M GIÁ ...",5.48 Tỷ,31 M²,Nhà Trong Ngõ,Kim Ngưu,3 Phòng ngủ,3 WC,"4/1/2024, lúc: 20 giờ 57 phút",3148
CHÍNH CHỦ - CĂN HIẾM CHUNG CƯ 106M2 TẶNG NỘI THẤT CAO CẤP CT...,4.24 Tỷ,106 M²,Căn Hộ Chung Cư,Mỹ Đình II,3 Phòng ngủ,2 WC,"4/1/2024, lúc: 19 giờ 14 phút",3148
CẦN BÁN GẤP TRƯỚC TẾT - NHÀ ĐẸP Ở NGAY - Ô TÔ ĐỖ CỬA - ĐÃ GI...,4 Tỷ,35 M²,Nhà Đất Thổ Cư,Quận Long Biên,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 18 giờ 39 phút",3148
"BÁN GẤP NHÀ PHÚ MINH 40M2 4 TẦNG NHÀ ĐẸP SẴN Ở, CHỦ TỰ XÂY",3.75 Tỷ,40 M²,Nhà Đất Thổ Cư,Quận Bắc Từ Liêm,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 15 giờ 20 phút",3148
SẴN SỔ BÁN LÔ GÓC 60M2 MẶT ĐƯỜNG ĐÔI SIÊU QUÝ HIẾM GIÁ NHỈNH...,2.5 Tỷ,60 M²,Nhà Đất Thổ Cư,Huyện Thạch Thất,,,"4/1/2024, lúc: 14 giờ 46 phút",3148
NÓNG GIỮA MÙA ĐÔNG - 50M2- 4 TẦNG- 5 TỶ - PHAN ĐÌNH GIÓT- HÀ...,5 Tỷ,50 M²,Nhà Đất Thổ Cư,Phan Đình Giót,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 14 giờ 26 phút",3148
CẦN BÁN ĐẤT THỔ CƯ CHÍNH CHỦ TẠI ĐẠI LỘ NINH SỞ,4.4 Tỷ,200 M²,Nhà Đất Thổ Cư,Đường Liên Xã,,,"4/1/2024, lúc: 14 giờ 0 phút",3148
SIÊU HIẾM NHÀ NGUYỄN NGỌC NẠI THANH XUÂN DT46M 8 TẦNG THANG ...,12 Tỷ,46 M²,Nhà Đất Thổ Cư,Quận Thanh Xuân,5 Phòng ngủ,,"4/1/2024, lúc: 13 giờ 43 phút",3148
"CHÍNH CHỦ GỬI BÁN CĂN HỘ 1N , FULL NỘI THẤT, GIÁ TỐT NHẤT T...",1.4 Tỷ,43 M²,Căn Hộ Chung Cư,Huyện Gia Lâm,,,"4/1/2024, lúc: 11 giờ 46 phút",3148
"VỊ TRÍ: TÒA NHÀ C C MINI 9 TẦNG , 3 MẶT THOÁNG , FULL NỘI TH...",35 Tỷ,175 M²,Nhà Trong Ngõ,Quận Cầu Giấy,11 Phòng ngủ,11 WC,"4/1/2024, lúc: 11 giờ 38 phút",3148
"BÁN CĂN HỘ 2PN TOÀ R1.01 THE ZENPARK - VINHOMES OCEAN PARK, ...",3.02 Tỷ,71.2 M²,Căn Hộ Chung Cư,Vinhomes Ocean Park,2 Phòng ngủ,2 WC,"4/1/2024, lúc: 11 giờ 19 phút",3148
1 TỶ CÓ NGAY CĂN 3PN VINHOMES OCEAN PARK- TẶNG 330TR TRỪ THẲ...,3.5 Tỷ,77 M²,Căn Hộ Chung Cư,Vinhomes Ocean Park,3 Phòng ngủ,2 WC,"4/1/2024, lúc: 11 giờ 19 phút",3149
CẦN BÁN NHÀ ĐƯỜNG HOÀNG MAI - HOÀNG VĂN THỤ - HOÀNG MAI - HÀ...,10 Tỷ,70 M²,"Nhà Biệt Thự, Liền Kề",Quận Hoàng Mai,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 11 giờ 9 phút",3149
CẦN BÁN NHÀ Ở ĐƯỜNG HOÀNG MAI - HOÀNG MAI - HÀ NỘI GIÁ 10 TỶ...,10 Tỷ,70 M²,"Nhà Biệt Thự, Liền Kề",Hoàng Mai,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 10 giờ 52 phút",3149
"CHUNG CƯ 2,47 TỶ N6E KĐT TRUNG HOÀ NHÂN CHÍNH",2.47 Tỷ,56.1 M²,Căn Hộ Chung Cư,Quận Cầu Giấy,2 Phòng ngủ,1 WC,"4/1/2024, lúc: 10 giờ 12 phút",3149
"BÁN CCMN MAI ĐỘNG - LĨNH NAM 100M PCCC CHUẨN THANG MÁY, 17P ...",8.8 Tỷ,100 M²,"Nhà Trọ, Phòng Trọ",Đường Lĩnh Nam,11 Phòng ngủ,11 WC,"4/1/2024, lúc: 10 giờ 8 phút",3149
"HOT - CỰC RẺ - MẶT PHỐ ĐẠI TỪ 130M MẶT TIỀN 8M GIÁ 15,3 TỶ",15.3 Tỷ,130 M²,Nhà Đất Thổ Cư,Đường Đại Từ,2 Phòng ngủ,2 WC,"4/1/2024, lúc: 10 giờ 8 phút",3149
"BÁN NHÀ MẶT NGÕ NGUYỄN NGỌC VŨ 103M2 X 4T, MT 4.8M, GIÁ 12.5...",12.5 Tỷ,103 M²,Nhà Trong Ngõ,Quận Cầu Giấy,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 10 giờ 8 phút",3149
CĂN HỘ PENTHOUSES - DUPLEX - ECOGREEN CITY NGUYỄN XIỂN - TH...,6.9 Tỷ,155 M²,Căn Hộ Chung Cư,Huyện Thanh Trì,3 Phòng ngủ,,"4/1/2024, lúc: 10 giờ 11 phút",3149
"NHÀ DÒNG TIỀN, CÁCH MẶT PHỐ TRẦN DUY HƯNG 20M - CÁCH SIÊU ...",10.8 Tỷ,64 M²,Nhà Trong Ngõ,Quận Cầu Giấy,11 Phòng ngủ,,"4/1/2024, lúc: 10 giờ 10 phút",3149
NHÀ XINH TÔN THẤT TÙNG HÀNG XÓM ĐẠI HỌC Y- ĐỐNG ĐA 28M-4 TẦN...,3.65 Tỷ,28 M²,Nhà Trong Ngõ,Quận Đống Đa,4 Phòng ngủ,3 WC,"4/1/2024, lúc: 10 giờ 10 phút",3149
NHÀ MẶT PHỐ QUAN NHÂN ( 76M - 3 TẦNG - MT 4M),13.8 Tỷ,76 M²,Nhà Mặt Phố,Quận Thanh Xuân,2 Phòng ngủ,,"4/1/2024, lúc: 10 giờ 10 phút",3149
"CHUNG CƯ ĐẸP 2,56 TỶ TOÀ G2 SUNSHINE GARDEN DƯƠNG VĂN BÉ - H...",2.56 Tỷ,45.2 M²,Căn Hộ Chung Cư,Quận Hai Bà Trưng,1 Phòng ngủ,1 WC,"4/1/2024, lúc: 10 giờ 10 phút",3149
"CHUNG CƯ MON CITY TOÀ CT1B HD - NAM TỪ LIÊM, 86M-3NGỦ-2VS-4,...",4.5 Tỷ,86 M²,Căn Hộ Chung Cư,Quận Nam Từ Liêm,3 Phòng ngủ,2 WC,"4/1/2024, lúc: 10 giờ 10 phút",3149
"CHUNG CƯ VINACONEX21, QUANG TRUNG-HÀ ĐÔNG (138M; TẦNG TRUNG ...",3.05 Tỷ,138 M²,Căn Hộ Chung Cư,Quận Hà Đông,3 Phòng ngủ,2 WC,"4/1/2024, lúc: 10 giờ 10 phút",3149
CHUNG CƯ VŨ TÔNG PHAN 3 NGỦ - CĂN GÓC - KHU VIP - TẶNG FULL ...,4.5 Tỷ,85 M²,Căn Hộ Chung Cư,Quận Thanh Xuân,3 Phòng ngủ,2 WC,"4/1/2024, lúc: 10 giờ 10 phút",3149
BÁN NHÀ PHỐ THÁI HÀ NHÀ HAI MẶT ĐƯỜNG THOÁNG TRƯỚC SAU 66M2 ...,15.5 Tỷ,66 M²,Nhà Trong Ngõ,Thái Hà,5 Phòng ngủ,5 WC,"4/1/2024, lúc: 9 giờ 56 phút",3149
"CẦN BÁN NHÀ PHỐ THÁI HÀ ĐỐNG ĐA 103M2 X 5 TẦNG, MẶT TIỀN 4,5...",24.5 Tỷ,103 M²,Nhà Đất Thổ Cư,Thái Hà,8 Phòng ngủ,8 WC,"4/1/2024, lúc: 9 giờ 56 phút",3149
CHUYỂN NHƯỢNG TÒA NHÀ VĂN PHONG MẶT PHỐ HAI BÀ TRƯNG 683M2 1...,838 Triệu,683 M²,Officetel,Hai Bà Trưng,,,"4/1/2024, lúc: 9 giờ 56 phút",3149
"TÔI CẦN BÁN NHÀ MẶT PHỐ TRIỆU VIỆT VƯƠNG HAI BÀ TRƯNG 160M2,...",110 Tỷ,160 M²,Nhà Mặt Phố,Triệu Việt Vương,,,"4/1/2024, lúc: 9 giờ 56 phút",3149
CẦN BÁN TOÀ NHÀ VĂN PHÒNG HẠNG A - MP TRẦN HƯNG ĐẠO HOÀN KIẾ...,2000 Tỷ,745 M²,Officetel,Trần Hưng Đạo,,,"4/1/2024, lúc: 9 giờ 56 phút",3149
"BÁN NHÀ MẶT PHỐ THÁI HÀ ĐỐNG ĐA 145M2 6 TẦNG, MẶT TIỀN 10M L...",82 Tỷ,145 M²,Nhà Mặt Phố,Thái Hà,6 Phòng ngủ,6 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
CẦN CHUYỂN NHƯỢNG TÒA NHÀ VĂN PHÒNG MẶT PHỐ THỤY KHUÊ 1400M...,345 Tỷ,1400 M²,Officetel,Thuỵ Khuê,,6 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN ĐẤT HÀ TRÌ HÀ ĐÔNG 40M2, MẶT TIỀN 4,2M LÔ GÓC Ô TÔ VÀO N...",3.7 Tỷ,40 M²,Nhà Đất Thổ Cư,Đường Đa Sĩ,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN NHÀ MẶT PHỐ KHUẤT DUY TIẾN 83M2 9 TẦNG, MẶT TIỀN 7M NGAY...",45 Tỷ,83 M²,Officetel,Khuất Duy Tiến,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN TÒA NHÀ VĂN PHÒNG PHỐ HOÀNG QUỐC VIỆT 123M2 9 TẦNG, MẶT ...",41 Tỷ,123 M²,Officetel,Hoàng Quốc Việt,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN ĐẤT BIỆT THỰ PHÂN LÔ XUÂN LA TÂY HỒ 330M2, MẶT TIỀN 18M ...",58 Tỷ,330 M²,"Nhà Biệt Thự, Liền Kề",Xuân La,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"CHÍNH CHỦ GỬI BÁN NHÀ MẶT PHỐ HÀNG TRỐNG 95M2 NHÀ 4 TẦNG, NG...",63 Tỷ,95 M²,Nhà Mặt Phố,Hàng Trống,6 Phòng ngủ,6 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
BÁN TÒA NHÀ MẶT PHỐ KHUẤT DUY TIẾN 145M2 9 TẦNG LÔ GÓC 2 MẶT...,86 Tỷ,145 M²,Nhà Mặt Phố,Khuất Duy Tiến,9 Phòng ngủ,9 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN BIỆT THỰ PHỐ NGUYÊN HỒNG 170M2 X 6 TẦNG, MẶT TIỀN 8,6M P...",48 Tỷ,170 M²,"Nhà Biệt Thự, Liền Kề",Quận Ba Đình,9 Phòng ngủ,6 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
BÁN ĐẤT MẶT PHỐ THÁI HÀ ĐỐNG ĐA 560M2 MT 14 5M VỊ TRÍ ĐẸP SẦ...,198 Tỷ,560 M²,Nhà Đất Thổ Cư,Quận Đống Đa,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN ĐẤT MẶT ĐƯỜNG TAM TRINH 600M2 MẶT TIỀN 18M, VỊ TRÍ ĐẸP X...",100 Tỷ,600 M²,Nhà Mặt Phố,Tam Trinh,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN NHÀ PHỐ TAM KHƯƠNG ĐỐNG ĐA 90M2 X 8 TẦNG, MT 5,2M 2 MẶT ...",17 Tỷ,90 M²,Condotel,Tôn Thất Tùng,11 Phòng ngủ,11 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
BÁN NHÀ MẶT PHỐ BÁT ĐÀN HOÀN KIẾM 50M2 MT 10M NHÀ LÔ GÓC 2 M...,50 Tỷ,50 M²,Nhà Đất Thổ Cư,Bát Đàn,2 Phòng ngủ,2 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN NHÀ MẶT PHỐ THANH NHÀN HAI BÀ TRƯNG 130M2 X 5 TẦNG, MT 9...",50 Tỷ,130 M²,Nhà Mặt Phố,Quận Hai Bà Trưng,5 Phòng ngủ,5 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"CẦN NHƯỢNG NHÀ MẶT PHỐ TÔN ĐỨC THẮNG ĐỐNG ĐA 120M2, MẶT TIỀN...",42 Tỷ,120 M²,Nhà Mặt Phố,Tôn Đức Thắng,3 Phòng ngủ,3 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN ĐẤT TẶNG NHÀ MẶT PHỐ TÔN ĐỨC THẮNG 188M2, MT 5,5M KINH D...",48 Tỷ,188 M²,Nhà Mặt Phố,Tôn Đức Thắng,4 Phòng ngủ,4 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"CẦN NHƯỢNG LẠI NHÀ MẶT PHỐ CHÙA BỘC 108M2 5 TẦNG, MẶT TIỀN 4...",50 Tỷ,108 M²,Nhà Mặt Phố,Chùa Bộc,5 Phòng ngủ,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"CẦN CHUYỂN NHƯỢNG NHÀ MẶT PHỐ TRÀNG THI 50M2 X 6 TẦNG, MẶT T...",38 Tỷ,50 M²,Nhà Mặt Phố,Tràng Thi,6 Phòng ngủ,6 WC,"4/1/2024, lúc: 9 giờ 56 phút",3150
"BÁN ĐẤT MẶT PHỐ LẠC LONG QUÂN 210M2, MT 10.5M, NGAY NOTE KIN...",86 Tỷ,210 M²,Nhà Đất Thổ Cư,Lạc Long Quân,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
"CẦN BÁN ĐẤT MẶT PHỐ LẠC LONG QUÂN 150M2, MT 7M, KHUÔN ĐẤT ĐẸ...",55 Tỷ,150 M²,Nhà Mặt Phố,Lạc Long Quân,,,"4/1/2024, lúc: 9 giờ 56 phút",3150
BÁN TÒA NHÀ MẶT PHỐ HÀ0 NAM 100M2 7 TẦNG MẶT TIỀN 9M LÔ GÓC ...,32 Tỷ,100 M²,Nhà Mặt Phố,Hào Nam,,,"4/1/2024, lúc: 9 giờ 56 phút",3151
"CẦN BÁN ĐẤT MẶT PHỐ ĐẶNG TIẾN ĐÔNG ĐỐNG ĐA 198M2, MẶT TIỀN 1...",38 Tỷ,198 M²,Nhà Đất Thổ Cư,Đặng Tiến Đông,,,"4/1/2024, lúc: 9 giờ 56 phút",3151
CẦN CHUYỂN NHƯỢNG TRUNG TÂM THƯƠNG MẠI HÀ NỘI 4500M2 X 3 TẦN...,320 Tỷ,4500 M²,"Văn Phòng, TTTM, Cửa Hàng, Kiot",Lê Văn Lương,,,"4/1/2024, lúc: 9 giờ 56 phút",3151
CẦN CHUYỂN NHƯỢNG KHU NGHỈ DƯỠNG BA VÌ 160HA ĐẦY ĐỦ CÁC TIỆN...,365 Tỷ,1600000 M²,"Nhà Hàng, Khách Sạn, Resort",Khác,,,"4/1/2024, lúc: 9 giờ 56 phút",3151
"VỊ TRÍ ; KHU PHÂN LÔ , NGÕ MAI DỊCH Ô TÔ TRÁNH , ĐI CÁC NGẢ...",16 Tỷ,82 M²,Nhà Trong Ngõ,Quận Cầu Giấy,4 Phòng ngủ,3 WC,"4/1/2024, lúc: 9 giờ 34 phút",3151
"BÁN NHÀ PHỐ ĐẦM TRẤU, HAI BÀ TRƯNG, HÀ NỘI 44M 4 TẦNG MẶT TI...",484 Triệu,44 M²,Nhà Đất Thổ Cư,Quận Hai Bà Trưng,,,"4/1/2024, lúc: 9 giờ 29 phút",3151
CĂN HỘ DÒNG TIỀN CHO THUÊ MINH KHAI- HBT DT60M 16 PHÒNG THU ...,9.8 Tỷ,60 M²,"Nhà Trọ, Phòng Trọ",Quận Hai Bà Trưng,11 Phòng ngủ,,"4/1/2024, lúc: 8 giờ 56 phút",3151
"SIÊU PHẨM GIÁP BÁT- HOÀNG MAI DT70M, 5 TẦNG, GIÁ 13 TỶ 600. ...",13.6 Tỷ,70 M²,Nhà Đất Thổ Cư,Quận Hoàng Mai,,,"4/1/2024, lúc: 8 giờ 56 phút",3151
"(CỦA HIẾM) NGÕ RỘNG CHỈ 20M RA ĐỘI CẤN, 45M2 X 5T, GIÁ 7,4 T...",7.4 Tỷ,45 M²,Nhà Trong Ngõ,Quận Ba Đình,,,"4/1/2024, lúc: 8 giờ 23 phút",3151
"(LÌ XÌ NĂM MỚI) MẶT NGÕ CÁCH PHỐ HÀO NAM 20M, 60M X 4T, GIÁ ...",8.3 Tỷ,60 M²,Nhà Trong Ngõ,Quận Đống Đa,,,"4/1/2024, lúc: 8 giờ 20 phút",3151
"QUÁ ĐẸP NHÀ TÂY SƠN, 44M, 5.5 TỶ, 5 TẦNG, Ô TÔ ĐỖ CỬA, KD, Đ...",5.5 Tỷ,44 M²,Nhà Trong Ngõ,Quận Đống Đa,,,"4/1/2024, lúc: 8 giờ 12 phút",3151
CHÍNH CHỦ BÁN NHÀ GẤP LÁNG HẠ THÀNH CÔNG 46M2*6T NHỈNH 6 TỶ,6 Tỷ,46 M²,Nhà Trong Ngõ,Quận Ba Đình,7 Phòng ngủ,,"4/1/2024, lúc: 8 giờ 12 phút",3151
"BÁN NHÀ HỒ ĐẮC DI, PHƯỜNG NAM ĐỒNG, ĐỐNG ĐA 46M2*5T NHỈNH 6 ...",6 Tỷ,46 M²,Nhà Trong Ngõ,Hồ Đắc Di,6 Phòng ngủ,,"4/1/2024, lúc: 8 giờ 12 phút",3151
BÁN NHÀ PHỐ QUAN NHÂN VÍ TRÍ VIP Ô TÔ ĐỖ CỬA 6 TẦNG MẶT TIỀN...,7.4 Tỷ,42 M²,Nhà Trong Ngõ,Quan Nhân,6 Phòng ngủ,4 WC,"4/1/2024, lúc: 6 giờ 57 phút",3151
BÁN BIỆT THỰ VĂN QUÁN BIỆT THỰ ĐƠN LẬP SÂN ĐẸP ĐỂ 2 Ô TÔ NỘI...,24 Tỷ,190 M²,"Nhà Biệt Thự, Liền Kề",Kđt Văn Quán,5 Phòng ngủ,,"4/1/2024, lúc: 6 giờ 57 phút",3151
"TIN MỚI BÁN NHÀ KHU HOÀNG VĂN THÁI - NHỮNG CĂN VỊ TRÍ ĐẸP, G...",5.6 Tỷ,69 M²,Nhà Trong Ngõ,Quận Thanh Xuân,,,"4/1/2024, lúc: 6 giờ 57 phút",3151
NÓNG NHÀ NGÃ TƯ HÀNG THAN GẦN BỐT HÀNG ĐẬU - TRUNG TÂM PHỐ C...,5.9 Tỷ,74 M²,Nhà Trong Ngõ,Quận Ba Đình,3 Phòng ngủ,3 WC,"4/1/2024, lúc: 6 giờ 57 phút",3151
CƠ HỘI ĐẦU TƯ BĐS - LIỀN KỀ VIEW VƯỜN HOA EUROWINDOW TWIN PA...,9 Tỷ,75 M²,"Nhà Biệt Thự, Liền Kề",Eurowindow Twin Parks,5 Phòng ngủ,6 WC,"4/1/2024, lúc: 0 giờ 33 phút",3151
"NHÀ ĐẸP KIM NGƯU HAI BÀ TRƯNG. 40M, 4 TẦNG, CHỈ 5 TỈ 50 TRIỆ...",5.05 Tỷ,40 M²,Nhà Đất Thổ Cư,Kim Ngưu,4 Phòng ngủ,4 WC,"3/1/2024, lúc: 22 giờ 17 phút",3151
CẦN BÁN GẤP ĐẤT KHU VỰC THƯỢNG THANH_LONG BIÊN,Thỏa Thuận,41 M²,Nhà Đất Thổ Cư,Huyện Gia Lâm,,,"3/1/2024, lúc: 20 giờ 45 phút",3151
"BÁN GẤP CĂN HỘ 2N1WC, FULL NỘI THẤT , GIÁ RẺ NHẤT THỊ TRƯỜNG...",1.65 Tỷ,55 M²,Căn Hộ Chung Cư,Vinhomes Ocean Park,2 Phòng ngủ,1 WC,"3/1/2024, lúc: 16 giờ 47 phút",3152
